Sample	SAMP000	SAMP001	SAMP002	SAMP003	SAMP004	SAMP005	SAMP006	SAMP007	SAMP008	SAMP009	SAMP010	SAMP011	SAMP012	SAMP013	SAMP014	SAMP015	SAMP016	SAMP017	SAMP018	SAMP019	SAMP020	SAMP021	SAMP022	SAMP023	SAMP024	SAMP025	SAMP026	SAMP027	SAMP028	SAMP029	SAMP030	SAMP031	SAMP032	SAMP033	SAMP034	SAMP035	SAMP036	SAMP037	SAMP038	SAMP039	SAMP040	SAMP041	SAMP042	SAMP043	SAMP044	SAMP045	SAMP046	SAMP047	SAMP048	SAMP049	SAMP100	SAMP101	SAMP102	SAMP103	SAMP104	SAMP105	SAMP106	SAMP107	SAMP108	SAMP109	SAMP110	SAMP111	SAMP112	SAMP113	SAMP114	SAMP115	SAMP116	SAMP117	SAMP118	SAMP119	SAMP120	SAMP121	SAMP122	SAMP123	SAMP124	SAMP125	SAMP126	SAMP127	SAMP128	SAMP129	SAMP130	SAMP131	SAMP132	SAMP133	SAMP134	SAMP135	SAMP136	SAMP137	SAMP138	SAMP139	SAMP140	SAMP141	SAMP142	SAMP143	SAMP144	SAMP145	SAMP146	SAMP147	SAMP148	SAMP149
FEAT0010	564.344	1827.632	1682.803	2468.887	NA	1380.285	769.903	3024.031	1378.145	1499.432	1161.167	2314.143	2306.38	1646.799	2313.229	1412.954	1071.165	1538.552	1232.358	1319.683	2120.6	1595.111	983.254	2194.292	1316.398	1719.226	1476.91	2409.633	2441.518	1775.622	2015.868	2115.427	2319.289	1274.579	1613.706	451.518	1988.702	1149.366	1473.591	2083.853	1274.371	2023.225	2171.061	484.934	1500.756	732.149	537.984	1736.293	1530.104	1883.91	1912.197	812.574	802.577	2107.47	1470.168	1233.777	1859.73	2574.125	1187.012	3747.402	1032.339	1368.796	1472.246	1691.443	959.111	866.348	2587.987	1945.102	1254.078	1752.49	1754.977	1268.881	59.592	904.912	1685.249	1388.051	1239.755	1497.671	1882.326	65.542	1293.11	708.844	1946.745	1679.028	2173.339	743.7	1589.996	349.68	2081.398	1380.004	872.931	1707.03	1602.414	1592.927	674.181	1898.764	751.977	1353.215	272.929	1648.766
FEAT0011	776.324	703.481	641.597	532.953	NA	646.192	659.225	448.8	414.702	761.628	1106.697	580.081	554.933	341.674	400.361	495.206	793.538	437.858	920.45	570.268	577.637	281.209	355.493	1045.798	290.056	805.682	757.443	765.147	632.772	627.866	728.052	1567.588	478.449	510.786	575.997	380.035	570.997	380.127	716.6	25.617	707.864	356.89	776.937	580.894	690.639	561.469	452.803	653.408	147.56	941.523	648.257	547.629	431.7	415.62	1417.575	349.09	617.214	891.02	103.661	205.12	383.51	214.741	768.356	712.139	165.696	1055.795	722.53	791.652	702.864	657.185	851.694	839.482	488.55	588.729	327.186	550.213	54.009	677.968	397.978	628.137	382.48	286.789	71.3	792.115	603.089	185.7	592.247	956.872	635.379	709.159	841.295	884.235	749.571	604.818	199.624	1129.845	727.373	359.105	681.913	438.069
FEAT0012	655.171	799.194	1318.33	760.47	NA	1104.447	672.657	1165.416	1272.529	502.635	890.787	443.867	901.462	415.562	523.275	640.458	628.854	829.793	1047.036	551.476	965.652	1056.358	1128.376	509.62	1589.031	997.929	722.345	1084.443	1011.609	597.204	738.262	538.124	488.609	761.029	792.989	789.429	484.365	864.654	1059.432	1097.029	1365.723	636.338	527.223	886.323	1042.041	1319.807	1011.607	992.648	971.127	507.637	871.102	539.348	965.189	113.301	872.207	1015.664	763.685	526.821	575.042	675.968	694.368	526.737	419.215	612.107	833.942	1042.845	1097.648	550.689	159.047	888.32	1447.773	905.393	644.926	1176.342	136.261	344.383	1101.321	694.999	1115.899	123.705	170.688	831.035	225.275	853.943	495.342	460.518	857.469	573.086	384.96	1270.388	526.747	1151.602	714.591	750.252	1087.66	1394.488	1142.789	263.432	1189.783	NA
FEAT0013	396.371	448.282	332.464	21.373	NA	172.37	426.58	436.051	272.188	558.029	404.926	71.899	59.491	181.281	329.829	629.45	36.931	406.818	245.56	58.303	462.061	483.855	43.993	221.65	343.873	184.762	36.988	98.479	391.397	321.884	520.766	109.649	331.191	129.708	431.778	537.696	113.193	451.276	75.447	266.569	318.469	29.279	164.047	278.824	172.409	447.235	446.505	180.787	247.539	429.381	216.837	387.132	90.262	130.448	228.703	10.369	380.957	625.327	281.873	197.016	478.578	518.332	305.582	313.135	158.623	162.804	258.285	211.237	486.943	93.01	160.495	10.952	72.067	361.203	585.087	542.424	536.576	263.677	413.83	492.284	76.512	450.185	74.591	411.965	126.311	259.689	409.94	237.053	618.425	4.302	215.721	609.66	6.733	611.957	56.743	158.172	178.299	162.229	74.064	NA
FEAT0014	1548.663	432.702	1016.765	354.41	NA	836.973	1347.406	1316.7	1205.372	1471.909	578.997	1565.794	1401.954	1655.512	1380.662	1323.015	1419.401	1372.954	1320.54	1756.809	1661.186	755.887	1037.557	1481.8	756.925	1578.8	673.753	1182.337	1105.797	43.056	1108.859	1071.156	717.285	266.711	899.579	892.747	2208.098	1010.029	836.334	1478.369	2183.031	518.341	700.278	1505.242	1612.073	521.432	1334.355	815.669	1035.201	754.478	746.023	1278.685	996.439	1023.687	1918.741	1497.547	777.622	1354.895	1933.145	880.163	1003.891	487.701	1338.385	757.397	1231.734	1442.841	972.029	1160.936	1408.418	1326.083	1240.529	1558.074	857.114	1066.681	974.169	1034.631	400.39	1524.552	1106.913	1677.301	912.744	770.493	787.86	1024.295	1371.337	47.801	1307.553	1800.577	1587.128	1186.042	1256.391	1750.529	868.899	1476.278	386.599	1081.301	1224.831	566.966	1156.237	NA
FEAT0015	2888.678	1966.615	2845.771	1549.036	NA	1330.076	2438.78	2285.321	1625.778	3158.379	1530.561	2815.458	1867.484	1727.557	1327.782	1662.115	1632.193	2517.531	3988.208	1439.001	1157.446	2884.02	4231.951	2314.168	1982.532	1887.273	4365.441	1235.078	3757.255	2438.561	2384.143	1246.045	1794.769	3577.029	84.425	2134.128	2706.713	1400.93	2478.429	2370.753	1158.648	1727.672	2614.553	2435.024	2091.008	1959.929	2264.507	3609.821	734.378	1376.215	664.174	2717.468	3804.535	2034.741	719.382	763.883	2924.495	2585.73	1684.665	2412.896	3468.587	1910.875	3058.959	3672.953	2829.392	2608.165	3348.857	2050.175	2941.32	2782.554	2460.715	974.626	3283.723	1444.391	2258.182	1988.578	2099.758	2294.33	3173.389	1303.712	2591.439	1734.24	3275.73	2556.004	2929.442	2790.11	3571.146	2583.918	4530.818	1935.333	2232.228	2636.914	2515.986	3544.972	646.574	2885.405	3362.121	2555.984	3300.19	NA
FEAT0016	227.181	223.696	658.019	419.969	NA	324.114	201.362	113.694	174.747	185.998	215.37	195.78	328.368	263.917	357.217	242.926	423.541	510.496	120.204	208.074	114.203	332.532	320.071	243.964	216.9	156.153	466.912	391.071	154.137	268.365	459.514	342.042	324.342	138.805	82.334	430.442	171.601	144.631	365.073	326.319	357.659	195.578	226.711	25.296	292.148	274.901	223.046	449.575	530.644	313.13	433.51	245.435	106.096	226.782	456.831	496.502	414.092	103.413	300.616	258.297	347.636	410.014	214.096	454.933	358.378	312.616	185.154	521.992	105.492	275.282	309.115	177.407	55.79	282.218	191.858	382.986	157.731	447.163	328.472	137.99	275.542	333.517	457.349	279.742	95.711	423.228	184.238	362.31	130.366	546.514	289.163	210.912	509.669	180.629	294.715	352.059	89.161	345.686	382.333	NA
FEAT0017	3056.108	1017.825	2045.59	3058.722	NA	2482.775	3393.319	2368.394	1262.274	1840.231	1551.739	1137.244	3546.259	2690.624	2502.62	2321.002	3800.033	2029.85	2751.629	3052.296	1974.313	1538.201	2774.542	2819.126	2853.752	2008.183	1653.659	1696.43	1835.03	446.027	1787.893	2054.41	2175.148	1220.398	2625.374	1743.808	1981.677	3856.841	1484.324	1148.634	2113.107	1829.651	2313.013	2055.547	1136.008	1980.003	1925.12	1968.281	1315.694	2327.129	1120.57	3506.765	2709.123	1949.027	1751.161	2322.61	2287.625	2574.081	2166.439	3144.898	2977.997	2098.665	2803.217	2358.05	1519.08	1141.838	1190.047	1393.866	1642.313	2020.113	1595.711	3464.723	2910.235	312.294	1316.836	3457.817	2353.605	1718.918	2859.005	2064.425	1741.732	1451.532	3637.148	2976.25	3503.262	1853.933	1427.392	1243.679	1826.127	1232.728	3196.895	2798.094	2063.426	2017.307	929.485	3266.046	2022.159	2050.595	2412.154	NA
FEAT0018	828.361	971.102	645.655	266.972	NA	1163.075	1937.41	1281.879	1013.581	1260.96	1215.711	1242.711	1779.123	1984.758	1609.468	1130.701	365.846	1032.026	1476.529	843.916	1686.558	838.528	1835.103	1136.313	1486.517	1275.813	1593.101	1315.562	1150.276	1805.07	1459.228	1506.201	1752.693	1021.52	1631.598	556.504	1455.475	1602.983	1519.494	845.094	1260.947	1238.195	1483.481	2069.774	1685.674	1668.113	1115.713	1878.048	1337.934	1220.293	1399.94	1229.274	996.282	1993.94	2288.179	985.037	671.958	1278.142	2202.635	1890.856	1502.218	1360.225	2106.298	1461.467	1057.675	1719.225	866.14	1831.477	1326.026	1401.521	1854.225	1197.795	727.298	989.212	941.338	996.52	2005.989	845.005	1219.862	1212.981	1229.266	1673.276	1286.716	1105.582	1779.59	482.022	940.594	1327.861	829.572	1005.693	1142.771	1573.042	1503.006	1426.327	1460.314	2184.025	1828.788	1327.347	1060.263	NA
FEAT0019	1526.929	2088.635	1074.268	2008.628	NA	777.601	790.104	971.913	1727.429	1162.922	920.517	1492.859	2148.477	1916.275	1655.13	1439.984	1257.667	1505.484	1762.426	818.906	576.503	1602.427	2182.669	1858.418	2125.177	1339.845	949.095	1210.691	1216.3	2024.627	982.218	1522.58	1035.134	1178.373	1153.618	1538.05	986.11	1649.138	709.218	2017.536	1717.047	1247.952	1346.202	1305.901	1864.499	1083.878	1633.142	1215.767	1988.3	1546.479	1384.557	448.48	746.537	568.051	1874.575	1906.273	1761.677	541.777	482.627	776.082	707.91	2112.878	1429.122	898.229	1200.272	1907.099	2545.548	1706.728	1676.467	1688.046	1556.917	1394.168	946.651	2196.231	1704.241	1259.014	1495.168	633.617	1075.286	2056.201	1732.286	2133.197	1411.228	2122.073	1468.742	1972.945	1366.082	2565.046	1727.229	681.016	1974.614	1087.641	815.685	370.814	1897.031	551.505	2120.073	1616.805	1830.524	NA
FEAT0020	NA	NA	NA	NA	NA	2004.262	1330.673	1576.809	555.691	NA	1246.764	369.15	865.885	NA	1326.589	1688.045	947.359	NA	979.694	817.469	740.912	1612.119	1837.365	142.575	1180.066	1414.683	1968.095	310.022	1713.645	1426.057	554.594	1381.62	1104.15	NA	1284.084	1460.75	878.427	1429.13	2054.074	1393.134	1315.688	706.649	1347.106	888.478	1349.317	1533.257	1202.172	801.802	1298.246	558.939	1703.092	422.224	1398.993	1345.848	1186.145	1053.921	796.707	1434.552	1664.784	1761.808	449.467	1274.604	1125.212	1536.521	1938.041	1353.52	1371.705	1553.221	728.584	1466.736	984.856	2350.941	1956.383	743.479	1173.695	726.266	525.308	1121.834	1607.443	520.35	1128.74	961.791	1397.769	1000.82	1500.299	1595.286	2052.388	1093.209	630.796	991.469	1216.878	1071.307	1754.776	1860.941	45.285	2006.603	1021.413	178.124	557.337	1895.986
FEAT0021	2517.26	2234.709	569.37	752.642	1450.482	356.529	2493.746	2370.118	2377.003	2164.284	5.028	1279.217	2297.876	1009.455	1551.612	2715.357	2389.417	2733.031	2172.225	2672.967	380.623	205.886	275.695	2378.264	2552.607	1803.209	1372.772	2208.093	2082.77	334.353	1342.072	484.004	1759.649	496.488	523.245	1374.219	2734.649	2618.631	2703.865	2448.415	1471.563	921.687	820.106	2766.374	754.292	2428.012	410.325	12.063	611.258	276.446	1555.673	2607.576	1203.608	819.06	45.611	2642.21	667.667	88.963	5.191	1038.195	57.521	675.622	29.486	2119.795	1363.722	1691.221	813.774	380.828	668.935	590.607	972.74	2777.13	219.788	2073.579	447.714	1205.251	1687.829	280.258	1780.921	1318.456	1891.857	2026.068	1534.375	1353.753	619.865	2243.253	1476.558	1653.215	1148.344	2406.983	696.547	963.06	608.482	1186.421	306.858	2961.344	1872.771	2275.629	1639.295	2017.971
FEAT0022	2024.572	1321.706	2507.445	1742.654	2717.419	2658.518	2593.538	2643.982	1917.449	2470.752	2516.576	1940.992	2764.912	2361.518	1996.427	977.721	587.183	533.632	1901.86	2021.158	3011.176	1616.66	1832.085	2019.486	1598.58	2050.828	2116.284	1871.502	2010.054	1825.112	2589.752	2290.462	1952.012	2006.784	3094.208	1955.723	2067.833	1775.49	2232.148	3231.482	1464.188	1124.376	1723.713	1613.885	671.87	1712.09	1547.205	2545.939	2799.736	1786.654	2651.022	2083.345	2197.175	1896.209	1982.439	3204.138	2090.041	2217.356	1893.435	1861.692	836.367	1842.68	1330.139	2116.345	2486.151	2235.236	2395.988	1536.518	384.287	1109.278	2697.444	2477.556	2733.895	2995.646	3220.956	2326.483	2387.761	2544.167	1095.39	1041.512	2643.879	2675.857	1212.753	1720.172	2548.522	1221.587	809.271	2165.548	2184.458	2768.954	1930.146	1850.86	2865.759	1256.161	1508.641	2038.87	2366.579	1114.238	871.156	2624.631
FEAT0023	605.555	365.654	1013.368	44.848	1122.846	2.291	511.643	870.662	766.608	548.231	877.079	575.584	1184.937	96.478	1090.687	835.521	151.032	327.83	405.805	346.517	1081.913	579.13	237.878	983.769	1176.639	711.197	1155.43	379.854	1058.216	1165.343	793.858	314.324	149.5	699.312	843.939	354.185	559.03	737.234	714.799	1156.27	249.587	708.491	779.507	109.454	735.525	477.79	536.079	812.071	140.078	232.581	1146.203	824.552	985.186	52.683	1038.989	922.823	147.561	164.629	931.1	357.509	631.49	585.662	804.894	606.602	155.137	475.528	505.822	377.577	772.563	918.108	435.45	10.412	495.492	80.099	30.861	1095.07	899.745	459.661	925.285	1165.385	319.912	281.269	173.405	37.821	542.304	978.731	786.702	1134.364	87.297	1110.429	253.113	613.683	460.092	1047.014	460.787	853.563	652.264	717.661	577.85	86.559
FEAT0024	495.582	681.855	137.632	743.47	405.43	852.402	659.049	874.646	436.382	247.315	48.308	348.489	337.516	695.862	53.494	557.61	644.191	238.123	447.228	473.792	392.708	796.675	621.091	582.81	277.901	523.352	34.178	174.635	394.875	78.705	378.367	708.481	189.222	95.881	110.323	88.757	843.112	315.996	417.108	581.163	677.227	238.503	488.477	831.171	695.964	857.282	243.297	444.469	297.736	580.353	855.29	287.774	716.284	893.14	577.36	164.075	435.806	539.54	377.39	583.831	229.475	14.55	889.845	446.111	722.396	365.703	724.883	490.746	24.134	738.412	523.182	812.529	785.89	501.606	489.889	110.467	701.49	440.828	695.781	498.098	404.886	768.219	611.628	47.914	55.343	828.152	682.888	288.361	617.466	333.517	505.061	590.538	653.852	485.305	52.546	22.007	322.758	847.623	46.085	123.472
FEAT0025	478.26	772.495	966.205	707.274	482.021	893.822	392.862	1092.769	754.176	597.523	599.539	783.885	745.663	951.014	886.914	544.218	660.87	1093.839	1180.358	1005.522	1090.194	957.319	744.856	382.979	253.132	685.458	221.206	1099.248	733.637	942.246	759.277	985.103	557.77	451.152	497.524	1031.179	919.328	415.44	853.266	913.021	1065.087	1190.011	417.649	755.607	723.02	597.761	638.531	1232.026	914.916	751.062	612.898	836.22	644.519	1260.056	823.145	1166.542	730.971	151.205	622.558	577.423	1220.87	489.148	1197.023	1057.415	301.125	594.644	647.818	1115.26	348.102	813.446	596.983	953.337	822.539	1060.939	29.845	328.305	587.78	999.702	1091.307	1208.803	884.876	842.909	592.927	855.751	420.972	1172.006	713.024	1077.376	405.615	714.921	924.357	1039.364	1077.046	1346.915	651.089	662.986	1159.693	655.675	872.824	581.471
FEAT0026	408.105	697.81	1364.293	307.841	95.4	1595.744	1099.946	261.251	1197.706	143.048	541.679	1594.166	177.531	859.098	1114.924	1778.675	105.512	150.205	644.878	301.435	790.814	137.045	130.94	1941.065	650.601	1922.947	1518.174	1651.934	1740.85	772.527	142.786	80.868	1668.231	1787.75	926.469	552.739	321.675	121.568	81.246	147.567	1625.457	39.216	1054.189	1569.776	65.262	1423.019	236.671	1833.711	1058.922	336.854	330.138	508.537	185.082	1673.288	99.648	102.38	698.582	549.301	1643.478	1481.911	980.488	175.486	1945.643	750.727	208.85	1181.414	183.732	653	865.491	198.269	667.85	236.856	1007.845	907.636	1227.813	1792.113	1358.03	1434.617	109.294	661.652	495.782	564.673	1904.531	1326.191	248.596	1298.816	1172.918	1229.789	1507.746	1746.95	830.987	1501.101	395.179	175.648	730.231	522.324	1381.048	168.553	1675.706	1329.266
FEAT0027	327.558	6.745	2117.632	972.848	647.251	881.159	1707.836	1645.701	2124.921	1334.14	512.397	623.193	56.789	1283.919	554.994	1117.262	171.582	281.237	164.515	1471.558	241.612	1618.259	1125.755	1137.028	838.195	1583.133	1857.448	1286.39	640.548	1641.377	1433.418	484.588	2179.884	273.005	1401.891	646.451	526.091	1741.954	1429.103	2122.235	1987.049	506.458	1134.573	1030.055	231.473	1341.769	43.264	807.163	1325.628	1411.833	1675.019	1926.012	1997.054	721.804	1898.262	188.423	1951.207	116.097	1285.299	1950.043	184.252	1649.713	1931.166	1368.451	1344.375	223.489	210.983	1597.105	1128.648	1783.189	851.73	33.195	1709.416	2022.551	1743.086	811.309	1204.454	2049.191	157.76	1353.733	452.13	1950.475	901.123	1350.514	888.578	2071.241	2140.092	1112.039	1811.741	873.373	1720.948	1727.23	421.136	152.875	2135.215	2028.259	1703.492	610.703	1704.245	187.284
